,hospital_name,hospital_phone,hospital_address
3090,연합,564-2214,전라북도 고창군 고창읍 읍내리 212번지 19호
3091,연합가축병원,054-853-6676,경상북도 안동시 당북동 311번지 7호
3092,연합동물병원,0553878805,경상남도 양산시 북부동 485번지 6호
3093,연합동물병원,245-7588,전라북도 완주군 용진읍 상운리 74번지 2호
3094,연합동물병원,063-445-2544,전라북도 군산시 장재동 206번지 5호 7통 3반
3095,연합동물병원,***********,전라북도 부안군 부안읍 선은리 11번지 8호
3096,연합에이엠씨,031-422-7579,경기도 안양시 동안구 평촌동 897번지 평촌칼라힐주차빌딩
3097,연향동물병원,061-745-0075,전라남도 순천시 연향동 1437번지 4호
3098,연희동물병원,5614667,인천광역시 서구 심곡동 303번지 6호
3099,연희동물병원,031-296-7875,경기도 수원시 권선구 탑동 759번지 7호 삼호빌딩
3100,연희동물병원,332-2883,서울특별시 서대문구 연희동 89번지 9호
3101,연희동물의료원,031-315-5119,경기도 시흥시 장곡동 345번지 1호
3102,열린24시동물병원,02-487-7575,서울특별시 강동구 길동 348번지 5호
3103,열린동물병원,952-7227,대구광역시 동구 신암동 799번지 1호
3104,열린동물병원,564-0075,충청남도 천안시 동남구 신부동 388번지 5호 천광빌딩
3105,열린동물병원,743-6466,강원도 원주시 무실동 1734번지 4호
3106,열린동물병원,044-865-5187,세종특별자치시 조치원읍 죽림리 114번지 1호
3107,열린동물병원,041-865-5187,충청남도 연기군 조치원읍 원리 15번지 20호
3108,열린동물병원,043-857-0075,충청북도 충주시 교현동 1326번지
3109,열린동물병원,,경상남도 창원시 상남동 2번지 7호 금탑빌딩1층
3110,열린동물종합병원,3273-0075,서울특별시 용산구 원효로2가 84번지 10호 신영빌딩
3111,염동물병원,292-3690,부산광역시 사하구 괴정동 472번지 51호
3112,염창제일동물병원,3665-7582,서울특별시 강서구 염창동 244번지 26호
3113,영광동물병원,***********,경상북도 봉화군 봉화읍 내성리 240번지 14호
3114,영광동물병원,0613522315,전라남도 영광군 군서면 남죽리 101번지
3115,영광축협동물병원,353-8555,전라남도 영광군 영광읍 녹사리 33번지 1호
3116,영국동물병원,02-402-5746,서울특별시 송파구 가락동 190번지 6호 무영빌딩
3117,영남가축병원,744-2024,경상북도 경주시 문무대왕면 어일리 1295번지 193호
3118,영남동물병원,***********,경상북도 성주군 성주읍 경산리 165번지 5호 1통
3119,영남동물병원(출장진료전문병원),055-375-9933,경상남도 양산시 하북면 용연리 403번지 2호
3120,영대동물병원,***********,경상북도 경산시 중방동 245번지 2호
3121,영대연합동물병원,***********,경상북도 경산시 조영동 283번지 1호
3122,영덕사랑동물병원,***********,경상북도 영덕군 영덕읍 덕곡리 215번지 1호
3123,영덕울진축산농협 동물병원,054-783-1995,경상북도 울진군 매화면 매화리 408번지
3124,영덕울진축협 동물병원,054-733-7120~3,경상북도 영덕군 영덕읍 화수리 592번지
3125,영덕종합동물병원,***********,경상북도 영덕군 영덕읍 남석리 5번지 10호
3126,영도동물병원,051-415-2566,부산광역시 영도구 영선동1가 20번지 4호
3127,영동동물병원,031-896-3881,경기도 용인시 수지구 죽전동 1191번지 1호 세종프라자
3128,영동합동동물병원,***********,충청북도 영동군 영동읍 계산리 691번지 28호 동물병원
3129,영등포동물병원,2633-9991,서울특별시 영등포구 당산동1가 40번지 18호
3130,영등포아크로 동물병원,02-2632-2307,서울특별시 영등포구 영등포동7가 203번지 아크로타워 스퀘어
3131,영민동물병원,054-858-8575,경상북도 안동시 송현동 419번지 1호
3132,영생동물병원,322-2302,전라남도 함평군 함평읍 내교리 214번지 7호 11통 4반
3133,영양동물병원(출장진료전문병원),***********,경상북도 영양군 영양읍 서부리 189번지 대동빌딩
3134,영재애견종합병원,527-8275,광주광역시 동구 산수동 542번지 62호 9통 2반
3135,영종H동물의료센터,0327527515,인천광역시 중구 중산동 1873번지 3호
3136,영주동물병원,762-3575,경기도 광주시 경안동 97번지 11호
3137,영주동물병원,***********,경상북도 영주시 영주동 528번지 13호
3138,영주축협동물병원,054-634-0224,경상북도 영주시 가흥동 885번지 2호
3139,영중동물병원,,경기도 포천시 영중면 양문리 772번지 12호
3140,영진가축병원,754-2700,경상남도 진주시 금곡면 두문리 608번지 18호
3141,영천동물병원,054-333-8275,경상북도 영천시 야사동 179번지 6호
3142,영천축협동물병원,,경상북도 영천시 문외동 40번지 29호
3143,영통동물병원,031-204-0075,경기도 수원시 영통구 영통동 1000번지 9호
3144,예 동물병원,***********,경기도 고양시 덕양구 도내동 1020번지
3145,예 동물병원,***********,인천광역시 서구 마전동 999번지 4호 영남탑스빌아파트 상가
3146,예담동물병원,***********,대전광역시 유성구 원신흥동 507번지 1호 1층
3147,예동물병원,945-8277,광주광역시 광산구 소촌동 529번지 21호
3148,예동물병원,032-362-8111,인천광역시 부평구 갈산동 385번지 10호
3149,예산 동물병원,,충청남도 예산군 예산읍 주교리 240번지 5호 1통
3150,예서동물병원,064-749-1801,제주특별자치도 제주시 노형동 1057번지 2호 노형이화2차아파트
3151,예스동물병원,***********,경상북도 구미시 선산읍 이문리 690번지
3152,예스동물병원,,대구광역시 수성구 황금동 676번지 4호
3153,예은동물병원,02-529-5575,"서울특별시 강남구 역삼동 798번지 20호 1층, 2층"
3154,예일동물병원,02-832-0081,서울특별시 관악구 신림동 1429번지 3호
3155,예임양계병원,343-8380,강원도 횡성군 횡성읍 읍하리 548번지 10호
3156,예천축산농협 동물병원,054-652-8515,경상북도 예천군 예천읍 청복리 842번지
3157,옐로우동물병원,***********,전라남도 장성군 삼계면 월연리 4번지 1호
3158,오 동물병원,053-641-1050,대구광역시 달서구 월성동 1832번지
3159,오거리동물병원,02-306-0158,서울특별시 은평구 응암동 589번지 12호 2층
3160,오남동물병원,031-575-7598,경기도 남양주시 오남읍 양지리 498번지 5호
3161,오늘동물병원,024697975,서울특별시 성동구 성수동1가 656번지 968호 영화빌딩 2층
3162,오라고동물병원,2643-7579,서울특별시 양천구 목동 603번지 2호 대우마이빌 102호
3163,오렌지동물병원,,서울특별시 강남구 삼성동 65번지 106호
3164,오렌지동물병원,02-2297-7582,서울특별시 성동구 행당동 322번지 100호
3165,오룡 동물병원,061-282-2398,전라남도 무안군 삼향읍 남악리 1854번지
3166,오류동물병원,2612-3232,서울특별시 구로구 오류동 33번지 1호 예성라온팰리스 103 101
3167,오리진 동물피부과병원,051-753-7582,부산광역시 수영구 민락동 110번지 82호 3층
3168,오블리 동물병원,031-568-8275,경기도 구리시 토평동 965번지 우신빌딩 1층
3169,오산동물병원,031-377-7582,경기도 오산시 원동 754번지 3호
3170,오석헌동물병원,02-6402-0301,서울특별시 성동구 옥수동 561번지 래미안옥수리버젠 상가 420
3171,오성동물병원,043-240-7654,충청북도 청주시 청원구 오창읍 화산리(華山) 278번지 8호
3172,오션동물메디컬센터,051-711-5999,부산광역시 해운대구 반여동 1441번지 85호 다솜빌딩
3173,오션동물병원,***********,전라북도 군산시 조촌동 2번지 67호
3174,오송 동물병원,043-237-7975,충청북도 청원군 오송읍 만수리 568번지
3175,오수동물병원,,전라북도 임실군 오수면 오수리 390번지 18호 오수동물병원
3176,오수의과동물병원,,충청북도 진천군 진천읍 읍내리 30번지 1호 원주민부동산
3177,오아시스 정형외과 신경외과 동물병원,031-215-7474,경기도 수원시 영통구 이의동 1331번지 광교 푸르지오 월드마크 204
3178,오암동물병원,031-682-2470,경기도 평택시 안중읍 안중리 245번지 17호
3179,오엠동물병원,902-7567,경기도 고양시 일산서구 대화동 2606번지 고양 원마운트
3180,오원석 황금동물병원,767-1177,대구광역시 중구 대봉동 48번지 13호
3181,오월드 동물병원,0425804960,대전광역시 중구 사정동 142번지 대전동물원
3182,오월의 동물병원,***********,경상북도 경산시 정평동 187번지 7호
3183,오입력,0313696381,경기도 화성시 남양읍 남양리 1537번지 28호
3184,오주동물병원,02-443-8083,서울특별시 송파구 거여동 133번지 77호 흥일빌딩
3185,오즈동물병원,031-840-0075,경기도 의정부시 신곡동 673번지 6호
3186,오즈동물병원,062-654-1275,광주광역시 남구 주월동 536번지 24호 오즈동물병원
3187,오즈동물병원,02-305-5975,서울특별시 서대문구 남가좌동 369번지 10호
3188,오즈동물병원,02-2697-0052,서울특별시 강서구 내발산동 722번지 15호
3189,오창동물병원,217-2069,충청북도 청주시 청원구 오창읍 장대리 294번지 3호
3190,오창동물병원,217-2069,충청북도 청원군 오창읍 장대리 294
3191,오창제일동물병원,043-215-7517,충청북도 청원군 오창읍 구룡리 409번지 4호
3192,오케이 동물병원,***********,경상북도 경산시 와촌면 동강리 140번지
3193,오태동물병원,054-462-7050,경상북도 구미시 오태동 742번지 1호
3194,옥과동물병원,061-363-7582,전라남도 곡성군 옥과면 리문리 409번지 14호
3195,옥길아라동물의료센터,0323487775,경기도 부천시 옥길동 745번지 7호 지음프라자
3196,옥동종합 동물병원,266-0075,울산광역시 남구 옥동 249번지 3호
3197,옥수수 동물병원,02-2291-7582,서울특별시 성동구 옥수동 560번지 어울림상가
3198,옥천동물병원,043-732-8844,충청북도 옥천군 옥천읍 삼양리 222번지 201호
3199,옥포태양동물병원,053-617-0313,대구광역시 달성군 옥포읍 교항리 2913번지
3200,온 동물병원,055-854-7582,경상남도 사천시 사천읍 수석리 302번지 9호 배광용한약국
3201,온 동물의료센터,0312867582,경기도 용인시 기흥구 마북동 524번지 1호
3202,온누리 동물병원,794-7582,전라남도 광양시 중동 1636번지 12호
3203,온누리 동물병원,032-567-2575,인천광역시 서구 마전동 909번지 9호
3204,온누리 동물병원,055-274-7525,경상남도 창원시 중앙동 89번지 1호 Y캐슬빌딩
3205,온누리 동물병원(출장진료전문동물병원),***********,충청남도 천안시 동남구 삼룡동 140번지 3호
3206,온누리 동물의료센터,055-274-7525,경상남도 창원시 성산구 상남동 2번지 7호 금탑빌딩 1층
3207,온누리 종합동물병원,845-0780,서울특별시 영등포구 신길동 214번지 55호
3208,온누리동물병원,061-723-7582,전라남도 순천시 조례동 1718번지 4호
3209,온누리동물병원,053-584-2757,대구광역시 달서구 이곡동 541번지 9호
3210,온누리동물병원,032-866-5725,인천광역시 미추홀구 용현동 146번지 275호
3211,온누리동물병원,051-701-7555,부산광역시 해운대구 좌동 1443번지 7호 삼정프라자
3212,온누리동물병원,***********,경상북도 영천시 청통면 치일리 8번지 4호
3213,온누리동물병원(천안점),041-414-7582,충청남도 천안시 동남구 봉명동 451번지
3214,온담동물의료센터,031-362-4097,경기도 안산시 단원구 원곡동 842번지 1호
3215,온리동물병원,032-719-4812,인천광역시 부평구 십정동 289번지 8호 더샵부평센트럴시티 상가동 F 105
3216,온마음 동물메디컬센터,02-449-0075,서울특별시 송파구 거여동 20번지 5호 정림빌딩 1층
3217,온마음 동물메디컬센터,***********,서울특별시 송파구 거여동 20번지 5호 정림빌딩
3218,온마음동물병원,051-552-6800,부산광역시 동래구 온천동 180번지 14호 온천장역삼정그린코아더시티
3219,온빛동물병원,028988971,경기도 광명시 소하동 1269번지
3220,온아동물의료센터,031-986-7550,경기도 김포시 구래동 6884번지 3호 스타프라자
3221,온양 발리동물병원,052-239-7585,울산광역시 울주군 온양읍 발리 1311번지 온양서희스타힐스
3222,온양동물병원,041-541-1222,충청남도 아산시 온천동 1791번지
3223,온유동물병원,031-211-1313,경기도 수원시 영통구 이의동 1335번지
